wnid,name,image_pos,image_idx,corruption,family,severity,clean_brightness,corr_brightness,delta_brightness,abs_delta_brightness,clean_contrast,corr_contrast,delta_contrast,abs_delta_contrast,clean_hf_energy,corr_hf_energy,delta_hf_energy,abs_delta_hf_energy,clean_edge_strength,corr_edge_strength,delta_edge_strength,abs_delta_edge_strength,clean_edge_density,corr_edge_density,delta_edge_density,abs_delta_edge_density,clean_entropy,corr_entropy,delta_entropy,abs_delta_entropy,clean_saturation,corr_saturation,delta_saturation,abs_delta_saturation,clean_colorfulness,corr_colorfulness,delta_colorfulness,abs_delta_colorfulness
n02769748,backpack,0,1102,impulse_noise,noise,5,0.21467912197113037,0.2902485728263855,0.07556945085525513,0.07556945085525513,0.18384917080402374,0.24151581525802612,0.05766664445400238,0.05766664445400238,0.02715207450091839,0.2749342918395996,0.24778221733868122,0.24778221733868122,0.030811097472906113,0.168914332985878,0.13810323551297188,0.13810323551297188,0.030811097472906113,0.168914332985878,0.13810323551297188,0.13810323551297188,4.916569578068174,5.457386196733459,0.5408166186652856,0.5408166186652856,0.2954906225204468,0.6736887693405151,0.37819814682006836,0.37819814682006836,0.14253868162631989,0.5743300318717957,0.43179135024547577,0.43179135024547577
n02769748,backpack,0,1102,defocus_blur,blur,1,0.21467912197113037,0.21264852583408356,-0.002030596137046814,0.002030596137046814,0.18384917080402374,0.17263761162757874,-0.011211559176445007,0.011211559176445007,0.02715207450091839,0.005164760164916515,-0.021987314336001873,0.021987314336001873,0.030811097472906113,0.016399992629885674,-0.01441110484302044,0.01441110484302044,0.030811097472906113,0.016399992629885674,-0.01441110484302044,0.01441110484302044,4.916569578068174,4.826309377967765,-0.09026020010040892,0.09026020010040892,0.2954906225204468,0.25753894448280334,-0.03795167803764343,0.03795167803764343,0.14253868162631989,0.13229848444461823,-0.01024019718170166,0.01024019718170166
n02769748,backpack,0,1102,defocus_blur,blur,2,0.21467912197113037,0.21273168921470642,-0.0019474327564239502,0.0019474327564239502,0.18384917080402374,0.1690434366464615,-0.014805734157562256,0.014805734157562256,0.02715207450091839,0.004222964867949486,-0.022929109632968903,0.022929109632968903,0.030811097472906113,0.014177704229950905,-0.016633393242955208,0.016633393242955208,0.030811097472906113,0.014177704229950905,-0.016633393242955208,0.016633393242955208,4.916569578068174,4.801255571369746,-0.11531400669842817,0.11531400669842817,0.2954906225204468,0.25349587202072144,-0.04199475049972534,0.04199475049972534,0.14253868162631989,0.12930095195770264,-0.013237729668617249,0.013237729668617249
n02769748,backpack,0,1102,defocus_blur,blur,3,0.21467912197113037,0.21274326741695404,-0.0019358545541763306,0.0019358545541763306,0.18384917080402374,0.1624833196401596,-0.021365851163864136,0.021365851163864136,0.02715207450091839,0.004034009296447039,-0.02311806520447135,0.02311806520447135,0.030811097472906113,0.01128320675343275,-0.019527890719473362,0.019527890719473362,0.030811097472906113,0.01128320675343275,-0.019527890719473362,0.019527890719473362,4.916569578068174,4.750800565108928,-0.16576901295924618,0.16576901295924618,0.2954906225204468,0.24787813425064087,-0.04761248826980591,0.04761248826980591,0.14253868162631989,0.1237439438700676,-0.01879473775625229,0.01879473775625229
n02769748,backpack,0,1102,defocus_blur,blur,4,0.21467912197113037,0.21553170680999756,0.0008525848388671875,0.0008525848388671875,0.18384917080402374,0.15889200568199158,-0.024957165122032166,0.024957165122032166,0.02715207450091839,0.003859749063849449,-0.02329232543706894,0.02329232543706894,0.030811097472906113,0.009457829408347607,-0.021353268064558506,0.021353268064558506,0.030811097472906113,0.009457829408347607,-0.021353268064558506,0.021353268064558506,4.916569578068174,4.725438733973502,-0.19113084409467174,0.19113084409467174,0.2954906225204468,0.24374891817569733,-0.05174170434474945,0.05174170434474945,0.14253868162631989,0.12054560333490372,-0.021993078291416168,0.021993078291416168
n02769748,backpack,0,1102,defocus_blur,blur,5,0.21467912197113037,0.21505248546600342,0.0003733634948730469,0.0003733634948730469,0.18384917080402374,0.1531139761209488,-0.03073519468307495,0.03073519468307495,0.02715207450091839,0.0038562503177672625,-0.023295824183151126,0.023295824183151126,0.030811097472906113,0.007936269044876099,-0.022874828428030014,0.022874828428030014,0.030811097472906113,0.007936269044876099,-0.022874828428030014,0.022874828428030014,4.916569578068174,4.681085453451824,-0.2354841246163497,0.2354841246163497,0.2954906225204468,0.23977437615394592,-0.055716246366500854,0.055716246366500854,0.14253868162631989,0.11571665853261948,-0.02682202309370041,0.02682202309370041
n02769748,backpack,0,1102,glass_blur,blur,1,0.21467912197113037,0.21070131659507751,-0.0039778053760528564,0.0039778053760528564,0.18384917080402374,0.17394766211509705,-0.009901508688926697,0.009901508688926697,0.02715207450091839,0.009052330628037453,-0.018099743872880936,0.018099743872880936,0.030811097472906113,0.019129600375890732,-0.01168149709701538,0.01168149709701538,0.030811097472906113,0.019129600375890732,-0.01168149709701538,0.01168149709701538,4.916569578068174,4.841182435718908,-0.0753871423492658,0.0753871423492658,0.2954906225204468,0.262222021818161,-0.03326860070228577,0.03326860070228577,0.14253868162631989,0.13329465687274933,-0.009244024753570557,0.009244024753570557
n02769748,backpack,0,1102,glass_blur,blur,2,0.21467912197113037,0.2107398957014084,-0.003939226269721985,0.003939226269721985,0.18384917080402374,0.17090028524398804,-0.012948885560035706,0.012948885560035706,0.02715207450091839,0.00639435974881053,-0.02075771475210786,0.02075771475210786,0.030811097472906113,0.016279254108667374,-0.014531843364238739,0.014531843364238739,0.030811097472906113,0.016279254108667374,-0.014531843364238739,0.014531843364238739,4.916569578068174,4.812483240011513,-0.10408633805666057,0.10408633805666057,0.2954906225204468,0.25816768407821655,-0.037322938442230225,0.037322938442230225,0.14253868162631989,0.13094186782836914,-0.011596813797950745,0.011596813797950745
n02769748,backpack,0,1102,glass_blur,blur,3,0.21467912197113037,0.2097688615322113,-0.004910260438919067,0.004910260438919067,0.18384917080402374,0.1644790917634964,-0.019370079040527344,0.019370079040527344,0.02715207450091839,0.006652048788964748,-0.02050002571195364,0.02050002571195364,0.030811097472906113,0.014849148690700531,-0.01596194878220558,0.01596194878220558,0.030811097472906113,0.014849148690700531,-0.01596194878220558,0.01596194878220558,4.916569578068174,4.767580356665395,-0.14898922140277904,0.14898922140277904,0.2954906225204468,0.2525816857814789,-0.042908936738967896,0.042908936738967896,0.14253868162631989,0.1260545253753662,-0.016484156250953674,0.016484156250953674
n02769748,backpack,0,1102,glass_blur,blur,4,0.21467912197113037,0.2114630788564682,-0.0032160431146621704,0.0032160431146621704,0.18384917080402374,0.1637382209300995,-0.020110949873924255,0.020110949873924255,0.02715207450091839,0.005988757126033306,-0.021163317374885082,0.021163317374885082,0.030811097472906113,0.01356521900743246,-0.017245878465473652,0.017245878465473652,0.030811097472906113,0.01356521900743246,-0.017245878465473652,0.017245878465473652,4.916569578068174,4.752977638585979,-0.16359193948219453,0.16359193948219453,0.2954906225204468,0.2509923577308655,-0.0444982647895813,0.0444982647895813,0.14253868162631989,0.12446603924036026,-0.018072642385959625,0.018072642385959625
n02769748,backpack,0,1102,glass_blur,blur,5,0.21467912197113037,0.21034455299377441,-0.004334568977355957,0.004334568977355957,0.18384917080402374,0.15675996243953705,-0.027089208364486694,0.027089208364486694,0.02715207450091839,0.004401782993227243,-0.022750291507691145,0.022750291507691145,0.030811097472906113,0.010538137517869473,-0.02027295995503664,0.02027295995503664,0.030811097472906113,0.010538137517869473,-0.02027295995503664,0.02027295995503664,4.916569578068174,4.7056457507758775,-0.2109238272922962,0.2109238272922962,0.2954906225204468,0.24576973915100098,-0.0497208833694458,0.0497208833694458,0.14253868162631989,0.11930093914270401,-0.023237742483615875,0.023237742483615875
n02769748,backpack,0,1102,motion_blur,blur,1,0.21467912197113037,0.2121318280696869,-0.0025472939014434814,0.0025472939014434814,0.18384917080402374,0.17504915595054626,-0.008800014853477478,0.008800014853477478,0.02715207450091839,0.012109273113310337,-0.015042801387608051,0.015042801387608051,0.030811097472906113,0.02163165993988514,-0.009179437533020973,0.009179437533020973,0.030811097472906113,0.02163165993988514,-0.009179437533020973,0.009179437533020973,4.916569578068174,4.867873207170879,-0.04869637089729473,0.04869637089729473,0.2954906225204468,0.26725873351097107,-0.028231889009475708,0.028231889009475708,0.14253868162631989,0.13517281413078308,-0.007365867495536804,0.007365867495536804
n02769748,backpack,0,1102,motion_blur,blur,2,0.21467912197113037,0.20930950343608856,-0.005369618535041809,0.005369618535041809,0.18384917080402374,0.16576886177062988,-0.01808030903339386,0.01808030903339386,0.02715207450091839,0.008298459462821484,-0.018853615038096905,0.018853615038096905,0.030811097472906113,0.0170265082269907,-0.013784589245915413,0.013784589245915413,0.030811097472906113,0.0170265082269907,-0.013784589245915413,0.013784589245915413,4.916569578068174,4.787044903117736,-0.12952467495043773,0.12952467495043773,0.2954906225204468,0.26303720474243164,-0.03245341777801514,0.03245341777801514,0.14253868162631989,0.12924781441688538,-0.01329086720943451,0.01329086720943451
n02769748,backpack,0,1102,motion_blur,blur,3,0.21467912197113037,0.2071395069360733,-0.007539615035057068,0.007539615035057068,0.18384917080402374,0.15641571581363678,-0.027433454990386963,0.027433454990386963,0.02715207450091839,0.006993291899561882,-0.020158782601356506,0.020158782601356506,0.030811097472906113,0.014120730571448803,-0.01669036690145731,0.01669036690145731,0.030811097472906113,0.014120730571448803,-0.01669036690145731,0.01669036690145731,4.916569578068174,4.718187520135201,-0.1983820579329727,0.1983820579329727,0.2954906225204468,0.2601085901260376,-0.03538203239440918,0.03538203239440918,0.14253868162631989,0.12379857897758484,-0.018740102648735046,0.018740102648735046
n02769748,backpack,0,1102,motion_blur,blur,4,0.21467912197113037,0.20348979532718658,-0.011189326643943787,0.011189326643943787,0.18384917080402374,0.14758847653865814,-0.0362606942653656,0.0362606942653656,0.02715207450091839,0.004931168165057898,-0.02222090633586049,0.02222090633586049,0.030811097472906113,0.011563691310584545,-0.019247406162321568,0.019247406162321568,0.030811097472906113,0.011563691310584545,-0.019247406162321568,0.019247406162321568,4.916569578068174,4.607429800161093,-0.309139777907081,0.309139777907081,0.2954906225204468,0.25870281457901,-0.03678780794143677,0.03678780794143677,0.14253868162631989,0.1192261204123497,-0.023312561213970184,0.023312561213970184
n02769748,backpack,0,1102,motion_blur,blur,5,0.21467912197113037,0.20191402733325958,-0.012765094637870789,0.012765094637870789,0.18384917080402374,0.14069998264312744,-0.0431491881608963,0.0431491881608963,0.02715207450091839,0.005043455865234137,-0.022108618635684252,0.022108618635684252,0.030811097472906113,0.011035634204745293,-0.01977546326816082,0.01977546326816082,0.030811097472906113,0.011035634204745293,-0.01977546326816082,0.01977546326816082,4.916569578068174,4.570381854547222,-0.34618772352095206,0.34618772352095206,0.2954906225204468,0.26275691390037537,-0.03273370862007141,0.03273370862007141,0.14253868162631989,0.1166103184223175,-0.02592836320400238,0.02592836320400238
n02769748,backpack,0,1102,zoom_blur,blur,1,0.21467912197113037,0.20530615746974945,-0.00937296450138092,0.00937296450138092,0.18384917080402374,0.16108448803424835,-0.02276468276977539,0.02276468276977539,0.02715207450091839,0.006631121505051851,-0.020520952995866537,0.020520952995866537,0.030811097472906113,0.015481497161090374,-0.015329600311815739,0.015329600311815739,0.030811097472906113,0.015481497161090374,-0.015329600311815739,0.015329600311815739,4.916569578068174,4.740156021299018,-0.17641355676915538,0.17641355676915538,0.2954906225204468,0.2384660840034485,-0.05702453851699829,0.05702453851699829,0.14253868162631989,0.11214828491210938,-0.03039039671421051,0.03039039671421051
n02769748,backpack,0,1102,zoom_blur,blur,2,0.21467912197113037,0.20229627192020416,-0.012382850050926208,0.012382850050926208,0.18384917080402374,0.15440621972084045,-0.02944295108318329,0.02944295108318329,0.02715207450091839,0.006334634032100439,-0.02081744046881795,0.02081744046881795,0.030811097472906113,0.013741753995418549,-0.017069343477487564,0.017069343477487564,0.030811097472906113,0.013741753995418549,-0.017069343477487564,0.017069343477487564,4.916569578068174,4.686965389313127,-0.2296041887550464,0.2296041887550464,0.2954906225204468,0.22849725186824799,-0.06699337065219879,0.06699337065219879,0.14253868162631989,0.10369326174259186,-0.03884541988372803,0.03884541988372803
n02769748,backpack,0,1102,zoom_blur,blur,3,0.21467912197113037,0.19878284633159637,-0.015896275639533997,0.015896275639533997,0.18384917080402374,0.14497855305671692,-0.038870617747306824,0.038870617747306824,0.02715207450091839,0.006572891026735306,-0.020579183474183083,0.020579183474183083,0.030811097472906113,0.012600542046129704,-0.01821055542677641,0.01821055542677641,0.030811097472906113,0.012600542046129704,-0.01821055542677641,0.01821055542677641,4.916569578068174,4.621047956542558,-0.2955216215256158,0.2955216215256158,0.2954906225204468,0.2210020124912262,-0.07448861002922058,0.07448861002922058,0.14253868162631989,0.09440283477306366,-0.048135846853256226,0.048135846853256226
n02769748,backpack,0,1102,zoom_blur,blur,4,0.21467912197113037,0.19564984738826752,-0.019029274582862854,0.019029274582862854,0.18384917080402374,0.13836529850959778,-0.045483872294425964,0.045483872294425964,0.02715207450091839,0.006343948654830456,-0.020808125846087933,0.020808125846087933,0.030811097472906113,0.011592980474233627,-0.019218116998672485,0.019218116998672485,0.030811097472906113,0.011592980474233627,-0.019218116998672485,0.019218116998672485,4.916569578068174,4.570310334740801,-0.34625924332737235,0.34625924332737235,0.2954906225204468,0.21452198922634125,-0.08096863329410553,0.08096863329410553,0.14253868162631989,0.08757142722606659,-0.054967254400253296,0.054967254400253296
n02769748,backpack,0,1102,zoom_blur,blur,5,0.21467912197113037,0.19211922585964203,-0.022559896111488342,0.022559896111488342,0.18384917080402374,0.12982425093650818,-0.054024919867515564,0.054024919867515564,0.02715207450091839,0.0060412040911614895,-0.0211108704097569,0.0211108704097569,0.030811097472906113,0.010918449610471725,-0.019892647862434387,0.019892647862434387,0.030811097472906113,0.010918449610471725,-0.019892647862434387,0.019892647862434387,4.916569578068174,4.49845922852609,-0.4181103495420837,0.4181103495420837,0.2954906225204468,0.2083645462989807,-0.08712607622146606,0.08712607622146606,0.14253868162631989,0.0798201635479927,-0.06271851807832718,0.06271851807832718
n02769748,backpack,0,1102,snow,weather,1,0.21467912197113037,0.36135634779930115,0.14667722582817078,0.14667722582817078,0.18384917080402374,0.20767797529697418,0.02382880449295044,0.02382880449295044,0.02715207450091839,0.02626205049455166,-0.0008900240063667297,0.0008900240063667297,0.030811097472906113,0.05015220865607262,0.019341111183166504,0.019341111183166504,0.030811097472906113,0.05015220865607262,0.019341111183166504,0.019341111183166504,4.916569578068174,5.21909358515174,0.30252400708356664,0.30252400708356664,0.2954906225204468,0.1433461755514145,-0.1521444469690323,0.1521444469690323,0.14253868162631989,0.11077266931533813,-0.03176601231098175,0.03176601231098175
n02769748,backpack,0,1102,snow,weather,2,0.21467912197113037,0.46723464131355286,0.2525555193424225,0.2525555193424225,0.18384917080402374,0.2197672575712204,0.035918086767196655,0.035918086767196655,0.02715207450091839,0.029489785432815552,0.0023377109318971634,0.0023377109318971634,0.030811097472906113,0.07326389849185944,0.04245280101895332,0.04245280101895332,0.030811097472906113,0.07326389849185944,0.04245280101895332,0.04245280101895332,4.916569578068174,5.3865253279484335,0.4699557498802598,0.4699557498802598,0.2954906225204468,0.09524599462747574,-0.20024462789297104,0.20024462789297104,0.14253868162631989,0.08789659291505814,-0.05464208871126175,0.05464208871126175
n02769748,backpack,0,1102,snow,weather,3,0.21467912197113037,0.4590470492839813,0.24436792731285095,0.24436792731285095,0.18384917080402374,0.22119058668613434,0.037341415882110596,0.037341415882110596,0.02715207450091839,0.02107456885278225,-0.006077505648136139,0.006077505648136139,0.030811097472906113,0.06090094521641731,0.0300898477435112,0.0300898477435112,0.030811097472906113,0.06090094521641731,0.0300898477435112,0.0300898477435112,4.916569578068174,5.392093067498985,0.47552348943081135,0.47552348943081135,0.2954906225204468,0.0991031676530838,-0.19638745486736298,0.19638745486736298,0.14253868162631989,0.08899898082017899,-0.0535397008061409,0.0535397008061409
n02769748,backpack,0,1102,snow,weather,4,0.21467912197113037,0.5345390439033508,0.31985992193222046,0.31985992193222046,0.18384917080402374,0.23440399765968323,0.050554826855659485,0.050554826855659485,0.02715207450091839,0.015863146632909775,-0.011288927868008614,0.011288927868008614,0.030811097472906113,0.06656524538993835,0.03575414791703224,0.03575414791703224,0.030811097472906113,0.06656524538993835,0.03575414791703224,0.03575414791703224,4.916569578068174,5.4255819899714375,0.5090124119032637,0.5090124119032637,0.2954906225204468,0.07662831246852875,-0.21886231005191803,0.21886231005191803,0.14253868162631989,0.07557354122400284,-0.06696514040231705,0.06696514040231705
n02769748,backpack,0,1102,snow,weather,5,0.21467912197113037,0.5870527625083923,0.37237364053726196,0.37237364053726196,0.18384917080402374,0.21150179207324982,0.027652621269226074,0.027652621269226074,0.02715207450091839,0.016859373077750206,-0.010292701423168182,0.010292701423168182,0.030811097472906113,0.06701605767011642,0.03620496019721031,0.03620496019721031,0.030811097472906113,0.06701605767011642,0.03620496019721031,0.03620496019721031,4.916569578068174,5.237719536879125,0.32114995881095165,0.32114995881095165,0.2954906225204468,0.052449263632297516,-0.24304135888814926,0.24304135888814926,0.14253868162631989,0.05570070818066597,-0.08683797344565392,0.08683797344565392
n02769748,backpack,0,1102,frost,weather,1,0.21467912197113037,0.5322594046592712,0.31758028268814087,0.31758028268814087,0.18384917080402374,0.1764366179704666,-0.007412552833557129,0.007412552833557129,0.02715207450091839,0.006198501214385033,-0.020953573286533356,0.020953573286533356,0.030811097472906113,0.03316854313015938,0.0023574456572532654,0.0023574456572532654,0.030811097472906113,0.03316854313015938,0.0023574456572532654,0.0023574456572532654,4.916569578068174,5.006022892506301,0.08945331443812687,0.08945331443812687,0.2954906225204468,0.12960444390773773,-0.16588617861270905,0.16588617861270905,0.14253868162631989,0.12073402851819992,-0.021804653108119965,0.021804653108119965
n02769748,backpack,0,1102,frost,weather,2,0.21467912197113037,0.427211731672287,0.21253260970115662,0.21253260970115662,0.18384917080402374,0.1757214218378067,-0.008127748966217041,0.008127748966217041,0.02715207450091839,0.016599580645561218,-0.01055249385535717,0.01055249385535717,0.030811097472906113,0.05375310406088829,0.022942006587982178,0.022942006587982178,0.030811097472906113,0.05375310406088829,0.022942006587982178,0.022942006587982178,4.916569578068174,5.307357635530052,0.3907880574618785,0.3907880574618785,0.2954906225204468,0.18544872105121613,-0.11004190146923065,0.11004190146923065,0.14253868162631989,0.11720596998929977,-0.02533271163702011,0.02533271163702011
