wnid,n_img,brightness,contrast,colorfulness,saturation,hf_ratio,edge_strength,entropy
n01558993,25,0.4978696346282959,0.1760163339972496,0.1700823673605919,0.3361030209064484,0.016839880887418987,0.048918631747365,6.904105825268154
n01560419,25,0.46776974081993106,0.18349083930253982,0.17457575783133505,0.37410238534212115,0.009392903381958605,0.03198622062802315,6.969568080580587
n01580077,25,0.39141421735286713,0.1791735053062439,0.16987246498465539,0.392112235724926,0.016119555458426475,0.0341594672203064,7.118185819452493
n01582220,25,0.4560357367992401,0.21926283627748488,0.1624052369594574,0.32086529582738876,0.020037438571453094,0.04826551955193281,6.980889649086528
n01592084,25,0.44227746248245237,0.19211313128471375,0.1294523546099663,0.2759487110376358,0.009268895145505667,0.030462855100631715,7.112595681295432
n01601694,25,0.4185666400194168,0.17661105394363402,0.10393433213233948,0.2678571309149265,0.02023145420476794,0.04371039602905512,7.021289194623056
n01608432,25,0.5878117036819458,0.20249282628297804,0.13854330323636532,0.2715070378035307,0.01015150407794863,0.03273616302758455,6.087188852192231
n01614925,25,0.4350382190942764,0.21954088866710664,0.12625909879803657,0.2436562103033066,0.01596871013753116,0.033534788712859157,6.240897076628117
n01616318,25,0.4983398377895355,0.21836712032556535,0.12654630213975906,0.2536798569560051,0.015640622992068528,0.041208335943520066,6.718086085123018
n01622779,25,0.435886954665184,0.2057032233476639,0.11771588571369648,0.23463397473096848,0.021682512164115906,0.052820614874362945,7.265232184813126
n01629819,25,0.3885431373119354,0.21437729120254517,0.17609703838825225,0.35679601073265077,0.030260571520775558,0.05907230228185654,7.321293635488327
n01630670,25,0.4772880834341049,0.18441564589738846,0.13327174231410027,0.29241265922784804,0.01769386658910662,0.04868493847548962,7.174282275264475
n01631663,25,0.42382869124412537,0.1903017196059227,0.19750344455242158,0.40315973103046415,0.02049333187285811,0.04913166534155607,7.388953918367151
n01632458,25,0.37642097890377046,0.19004726618528367,0.1517326118052006,0.3473652136325836,0.021093092914670705,0.0449453242868185,7.108648862560764
n01632777,25,0.38316217601299285,0.20885662615299225,0.1903707629442215,0.4576734757423401,0.009224869180470704,0.026993170268833636,7.261766445125928
n01641577,25,0.42178208887577057,0.20386661767959594,0.17466571778059006,0.419154677093029,0.01901839262805879,0.04723386377096176,7.253574935623066
n01644373,25,0.42015170931816104,0.20072465300559997,0.2429724907875061,0.5476989227533341,0.010404589311219752,0.030775263607501983,7.214342537832952
n01644900,25,0.45395504832267763,0.17779088012874125,0.17849928006529808,0.4436016643047333,0.017594422018155455,0.045087507851421835,7.134521061290208
n01664065,25,0.43057582914829257,0.1602409914135933,0.20782923936843872,0.4730455261468887,0.01474114304408431,0.03728026460856199,7.043784658019619
n01665541,25,0.42553144574165347,0.1741155743598938,0.13573364660289372,0.2950730204207184,0.015059718415141105,0.041781034618616104,7.130969120906482
n01667114,25,0.4310078930854797,0.21145365357398987,0.142119382917881,0.3570704734325409,0.01441785587463528,0.04059326056391001,7.263347642765919
n01667778,25,0.45553881824016573,0.20935289382934572,0.1517687223851681,0.3181655591726303,0.019045432740822436,0.05130525879561901,7.408015455329297
n01669191,25,0.4457995271682739,0.21040661066770552,0.16923780143260955,0.3680038517713547,0.016669517708942296,0.04975294940173626,7.372605285908044
n01675722,25,0.42569672703742983,0.19167829543352127,0.14566155582666396,0.3900106343626976,0.01446785192936659,0.03945939172059298,6.97832351143993
n01677366,25,0.4144925189018249,0.21002172350883483,0.17412369966506958,0.4088719820976257,0.02900527535006404,0.059382351115345955,7.401680412403464
n01682714,25,0.46847861528396606,0.18680207043886185,0.21941998854279518,0.4655517891049385,0.00953339328058064,0.03245344303548336,7.136872743915904
n01685808,25,0.48538258075714114,0.19172481030225755,0.13252127587795257,0.33528086841106414,0.025782872904092074,0.06739296585321426,7.415253586677629
n01687978,25,0.4655764389038086,0.19926401793956758,0.15754763931035995,0.361100891828537,0.015772804534062743,0.04455111280083656,7.144880002757925
n01688243,25,0.39016861498355865,0.18972793877124786,0.14748939663171767,0.37121352553367615,0.025063600651919843,0.05188982620835304,7.3102486750184745
n01689811,25,0.4510969460010529,0.20258931666612626,0.12434390984475613,0.2669914324581623,0.02575867522507906,0.05842390358448028,7.2850266286211385
n01692333,25,0.4284458601474762,0.20231543451547623,0.15773527055978775,0.36382345139980315,0.0233678693883121,0.05526513785123825,7.376544019600235
n01693334,25,0.47330221474170686,0.18200044095516205,0.19696429133415222,0.4494739034771919,0.01651302643120289,0.03879289086908102,6.949769561111854
n01694178,25,0.3676196217536926,0.16438139826059342,0.16701646387577057,0.34941555082798004,0.02527458321303129,0.04306501269340515,6.798281432947841
n01695060,25,0.4244779092073441,0.18802867203950882,0.10230113066732884,0.23210294246673585,0.028399412129074333,0.05850817151367664,7.3421213286275995
n01697457,25,0.43463742077350614,0.1849941283464432,0.10003335312008858,0.2537671238183975,0.020312394946813583,0.05114518746733666,7.2458100798777885
n01698640,25,0.41936133444309237,0.1838459199666977,0.12643446065485478,0.2993387849628925,0.02285039288457483,0.04817885976284742,7.160766231672141
n01704323,25,0.3651700669527054,0.1971406829357147,0.12173245817422867,0.29230653896927833,0.020401943903416396,0.04116953324526548,7.20148715117146
n01728572,25,0.4843590915203094,0.1888516691327095,0.15027101546525956,0.3213777902722359,0.019516271606553347,0.04747511487454176,7.237333205778579
n01728920,25,0.49051055788993836,0.20590961694717408,0.14163345366716384,0.26737794250249863,0.01001695015002042,0.03620094522833824,7.435883915629241
n01729322,25,0.4499033999443054,0.1952526295185089,0.13579621464014052,0.3226758137345314,0.021325272768735887,0.05479655914008617,7.402921857415127
n01729977,25,0.40818019568920133,0.1893204692006111,0.18002233982086183,0.4227043771743774,0.013013111357577146,0.03525149911642075,7.190683141430764
n01734418,25,0.44942598819732665,0.2018742284178734,0.13816964387893677,0.3157974815368652,0.02930974766612053,0.06272694252431393,7.259065170581941
n01735189,25,0.4341211652755737,0.216636244058609,0.1345982450246811,0.30339277297258377,0.03107040820643306,0.06646721035242081,7.514274962476794
n01737021,25,0.46802757382392884,0.18411276906728744,0.14694252416491507,0.3177324804663658,0.015971802780404686,0.046663149110972885,7.275824239590188
n01739381,25,0.3451169690489769,0.1912277914583683,0.18155141845345496,0.4503419464826584,0.017217359913047403,0.03025977723300457,6.560779384124505
n01740131,25,0.38980456948280334,0.20074525088071823,0.14141064047813415,0.3958138966560364,0.026148119810968637,0.052453091740608214,7.25660804209817
n01742172,25,0.41186473369598386,0.22532769709825515,0.16878796935081483,0.37635042756795883,0.02231407454237342,0.04788415588438511,7.226399474772444
n01744401,25,0.42901702284812926,0.1936379098892212,0.14465947359800338,0.33842549413442613,0.021337643042206766,0.05171720899641514,7.390703247392185
n01748264,25,0.41425118803977967,0.2094512861967087,0.13312068581581116,0.36256850719451905,0.02105203192681074,0.04353696692734957,7.204726016604285
n01749939,25,0.3165052726864815,0.18407460123300554,0.1974877244234085,0.5281471264362335,0.01587227317504585,0.03313249561935663,7.094673127382167
n01751748,25,0.4542748922109604,0.17221842661499978,0.1731104965507984,0.40300525262951853,0.018820937164127825,0.04843232806771994,7.008899272783737
n01753488,25,0.46611923098564145,0.1814992544054985,0.14449336782097816,0.3850473952293396,0.02186755952425301,0.05502118155360222,7.236164240678026
n01755581,25,0.4706872344017029,0.17394163995981216,0.10499902233481408,0.23258993268013,0.02638294826261699,0.06421728119254112,7.293218931118816
n01756291,25,0.4357252180576324,0.1975333571434021,0.10591814614832401,0.29981718838214877,0.02079969215206802,0.053351800441741946,7.231259598590251
n01768244,25,0.47750711083412173,0.21109551668167115,0.12965130992233753,0.3255319578945637,0.012692035296931864,0.04123956225812435,7.2344281020551655
n01770081,25,0.5359684145450592,0.15758343636989594,0.12571751341223716,0.32296024352312086,0.01033955623395741,0.03769533582031727,6.862202375881669
n01770393,25,0.5320616137981414,0.19605664193630218,0.12726405173540115,0.25786707997322084,0.014789660065434872,0.04444839414209127,6.896148571763234
n01773157,25,0.4875666618347168,0.18217454701662064,0.15305641263723374,0.3494235375523567,0.014548465348780156,0.034648680686950685,6.942461843651936
n01773549,25,0.4074432311952114,0.1815424931049347,0.10726956389844418,0.28499470353126527,0.027522513875737786,0.03208565354347229,6.267322011007117
n01773797,25,0.4252206787467003,0.18521971255540848,0.14890797808766365,0.35333520263433454,0.015433138655498623,0.033217042312026025,6.904949643270485
n01774384,25,0.4901429724693298,0.18259890347719193,0.09388146847486496,0.21383360803127288,0.009475177945569157,0.03196006953716278,6.787203890896817
n01774750,25,0.45341201186180113,0.22510303139686585,0.11888246726244688,0.2724234448373318,0.018338206862099467,0.05062947623431682,7.2383705213248355
n01775062,25,0.4594248992204666,0.19095465987920762,0.13581739827990533,0.378514094799757,0.014310816917568445,0.045204514861106875,7.156460052615585
n01776313,25,0.5431747591495514,0.23140759646892547,0.15862676322460176,0.3271112444996834,0.007276682406663895,0.03231920663267374,6.759674972762927
n01784675,25,0.46760046362876895,0.1954508274793625,0.1554841196537018,0.360892530977726,0.02054450259078294,0.046989000365138055,7.149124106354424
n01795545,25,0.4934600263834,0.21469782605767251,0.1331541818380356,0.27463372379541395,0.010542662115767598,0.035997840873897076,6.781964584592788
n01796340,25,0.4810005390644074,0.19027971774339675,0.09768634580075741,0.23948176965117454,0.02012400994077325,0.05232231102883816,7.162719249328026
n01797886,25,0.4531713855266571,0.2032293125987053,0.11866652458906174,0.2879977923631668,0.025766213685274125,0.05945325076580048,7.401925601356953
n01798484,25,0.5119214165210724,0.14092580944299699,0.11499261274933816,0.24780401736497878,0.0156630901619792,0.049137410260736945,6.951160394547395
n01806143,25,0.4311478745937347,0.19221199423074722,0.1808342778682709,0.3505345758795738,0.034109320342540744,0.06369225308299065,7.326962736915723
n01806567,25,0.49718362927436827,0.2050093337893486,0.1314882890880108,0.28208804309368135,0.020998901147395374,0.054270194210112095,7.259497942418426
n01807496,25,0.48562049865722656,0.1697441640496254,0.12627337977290154,0.2805161601305008,0.017906689159572123,0.046198257431387904,6.991244286572131
n01817953,25,0.40318711757659914,0.18943823844194413,0.1457370004057884,0.29960996866226197,0.008882942460477352,0.03036478489637375,7.194038141500951
n01818515,25,0.4313070350885391,0.2114445984363556,0.3227769786119461,0.48471348494291305,0.012546978145837783,0.03873242065310478,7.433635459806269
n01819313,25,0.43925174355506896,0.22687740325927735,0.11552338913083077,0.27395184576511383,0.014787166998721658,0.039799295514822,7.113686232907522
n01820546,25,0.4377766752243042,0.22136356860399245,0.3170816439390183,0.47281106412410734,0.01213988572359085,0.039163334891200066,7.350969357127695
n01824575,25,0.4790146481990814,0.19363038182258607,0.17334873497486114,0.38100810110569,0.01920595183968544,0.048907064646482465,7.105280821128799
n01828970,25,0.5216728031635285,0.1552979505062103,0.17476679086685182,0.3731701682507992,0.008015539553016425,0.025725646130740642,6.193411683282968
n01829413,25,0.4403159308433533,0.23382939964532853,0.1684222015738487,0.321706545650959,0.018317445181310177,0.043278379440307616,6.992911629937275
n01833805,25,0.4440144842863083,0.16924828946590423,0.18173787191510202,0.3756787186861038,0.010131556391716003,0.0230411846190691,6.639365460772742
n01843065,25,0.48083730340003966,0.17711872041225432,0.18210022211074828,0.40420718014240264,0.006945859109982848,0.027242001742124558,7.174235876058074
n01843383,25,0.4186007595062256,0.23094603955745696,0.1879201290011406,0.34375965237617495,0.018055947460234166,0.04030180737376213,7.255663947383803
n01847000,25,0.43758062124252317,0.19748092263936998,0.16141179889440538,0.30989291667938235,0.016213771104812622,0.044303937777876855,7.273213898165003
n01855032,25,0.48366636395454404,0.15096601366996765,0.11932119518518448,0.26023298263549804,0.013545466652140022,0.042351855859160424,6.86535715553772
n01855672,25,0.5013686126470566,0.19060223966836928,0.11406880125403404,0.25136336803436277,0.015996034317649902,0.04667861107736826,6.91344227215542
n01860187,25,0.45841961085796357,0.19955594062805176,0.14056682884693145,0.23340557828545572,0.015177236841991544,0.04026269961148501,7.09230344305344
n01871265,25,0.4110833477973938,0.2235057121515274,0.14847343027591706,0.3246061170101166,0.020037703700363636,0.049139852300286294,7.415241418074089
n01872401,25,0.44683850288391114,0.22321556359529496,0.11510080963373184,0.28421140879392626,0.04095646969974041,0.08067079916596413,7.58856643354075
n01873310,25,0.3538510289788246,0.16749032065272332,0.10255124568939208,0.2957731005549431,0.014698838395997883,0.029797916114330292,6.749918312277737
n01877812,25,0.4710447549819946,0.19833143144845963,0.11444035500288009,0.2639950430393219,0.01731634743511677,0.05220304690301418,7.334242828134206
n01882714,25,0.4392383074760437,0.21938929140567778,0.11707169324159622,0.25944155842065814,0.02137765722349286,0.05487201102077961,7.552075550246169
n01883070,25,0.44418293595314023,0.1937001496553421,0.10979332864284515,0.22314352333545684,0.012401066161692143,0.04186964526772499,7.350290825486828
n01910747,25,0.3065688943862915,0.15670281037688255,0.3060284735262394,0.6395752269029618,0.011034327903762459,0.022108962330967187,6.529618503204465
n01914609,25,0.4145568913221359,0.19139590591192246,0.1929010920226574,0.4198305982351303,0.025797680104151368,0.0524433670938015,7.303553108227934
n01917289,25,0.4321498084068298,0.16675218284130097,0.19551998615264893,0.5169316667318344,0.021220342041924595,0.05462811030447483,7.196403674604134
n01924916,25,0.3984774172306061,0.23162280797958373,0.20823831856250763,0.43630033910274507,0.030917127318680286,0.05951578311622143,7.494053605733864
n01930112,25,0.21790579050779343,0.16109926044940948,0.08452353700995445,0.2602275612950325,0.011333687081933021,0.016496987920254468,5.094136476121524
n01943899,25,0.4279713642597198,0.23763828992843627,0.15215550363063812,0.31900847554206846,0.008352397531270981,0.032236135192215444,7.154846686804564
n01944390,25,0.4253040325641632,0.20902159810066223,0.18327709436416625,0.39337433248758313,0.01542864264920354,0.0415114127099514,7.305222066872932
n01945685,25,0.41003858208656313,0.1954902121424675,0.16667279094457627,0.3736586181819439,0.020688719907775523,0.04548090234398842,7.317681500221404
n01950731,25,0.4136959701776505,0.20736795395612717,0.21741509348154067,0.46916514694690703,0.015882220417261124,0.04219258025288582,7.392020381226951
n01955084,25,0.42803270518779757,0.19709186762571335,0.14038788497447968,0.33254069596529007,0.019782821144908667,0.05307604946196079,7.428805032695235
n01968897,25,0.376441045999527,0.1988213676214218,0.17224066436290741,0.3601314574480057,0.02104251510463655,0.03628011517226696,6.918617057884233
n01978287,25,0.42720081508159635,0.20688702642917634,0.19823900640010833,0.42753961741924285,0.01871454588137567,0.045869453251361846,7.369452695402717
n01978455,25,0.4633827579021454,0.19797638088464736,0.13095823541283608,0.2625292980670929,0.019907391872256996,0.05576104924082756,7.372517394842715
n01980166,25,0.45630489706993105,0.17981212094426155,0.11567244291305542,0.2573658064007759,0.015098864110186697,0.043544148281216624,6.980939515252004
n01981276,25,0.41467292785644533,0.20525253504514696,0.23032726019620894,0.4390578642487526,0.017373470165766777,0.045180485248565674,7.409212560112858
n01983481,25,0.41855669260025025,0.21793999493122101,0.2573861321806908,0.4602226126194,0.014690098343417049,0.04098744049668312,7.42383453972781
n01984695,25,0.39349639028310773,0.17961721628904342,0.20221727326512337,0.44013439744710925,0.028968256944790483,0.050154834613204004,7.18833767441961
n01985128,25,0.43310189366340635,0.19878326684236527,0.18273070007562636,0.39816517263650897,0.016685645766556262,0.04345304898917675,7.261550392967399
n01986214,25,0.4891540145874023,0.21437069475650788,0.1568409276008606,0.3296159629523754,0.011194966863840819,0.04019156649708748,7.272881441123198
n01990800,25,0.427916616499424,0.19046995609998704,0.13784974731504918,0.3121448813378811,0.022234885292127728,0.041542495638132095,7.05142414516005
n02002556,25,0.5230913376808166,0.1949820938706398,0.14678350299596787,0.28774910420179367,0.012809478063136339,0.03765142474323511,6.30517773435168
n02002724,25,0.47608726859092715,0.1689397394657135,0.12143567621707917,0.264219089448452,0.015976318549364807,0.04292054384946823,6.684134095758895
n02006656,25,0.4583668625354767,0.20557903349399567,0.18288564555346964,0.34922012865543367,0.016381948655471205,0.042313107773661617,6.795534990089989
n02007558,25,0.4134734320640564,0.18140737771987914,0.2161790609359741,0.3716452246904373,0.015917628267779947,0.03609626863151789,7.059143504815637
n02009229,25,0.44217847526073456,0.18521345227956773,0.18748280823230742,0.38693482100963594,0.027762214057147502,0.05333482369780541,7.01403521308801
n02009912,25,0.38573766365647316,0.19194756120443343,0.11747055858373642,0.37051735758781434,0.022363768769428135,0.036009900234639645,6.48582209990666
n02011460,25,0.4359332811832428,0.1936346510052681,0.1660800588130951,0.4116001468896866,0.034076613858342174,0.06715066835284234,7.373767993536851
n02012849,25,0.453660649061203,0.1733177825808525,0.13170419067144393,0.3116186237335205,0.01828745476901531,0.04375775914639234,6.937488763411169
n02013706,25,0.4188004904985428,0.166366865336895,0.16567226201295854,0.37506110668182374,0.02784545414149761,0.0531038025021553,7.1538895376836855
n02017213,25,0.4616728687286377,0.19669610142707825,0.20929667949676514,0.3991410082578659,0.019870045725256205,0.05479391716420651,7.3623576141396505
n02018207,25,0.4952757465839386,0.1821860209107399,0.11186183862388134,0.21747761279344557,0.013706664917990566,0.0422539509832859,7.000853666613731
n02018795,25,0.49086404919624327,0.14405906364321708,0.12998658020311268,0.33041987817993684,0.017547509586438536,0.05187533348798752,7.016879684019175
n02025239,25,0.4868516767024994,0.18484824210405348,0.10444771602749825,0.20523129969835283,0.015003183158114552,0.04672254949808121,7.052237004086217
n02027492,25,0.5351143044233322,0.1532238844037056,0.10709703996777535,0.1890067583322525,0.00969490509480238,0.037730008140206335,6.738726191665044
n02028035,25,0.5105773198604584,0.1489072073996067,0.12903132185339927,0.2508076837658882,0.01223883479833603,0.039100867696106434,6.575348151868674
n02033041,25,0.527089809179306,0.1567299845814705,0.11302126914262772,0.2209592205286026,0.011877461690455676,0.04091644141823053,6.825167927894655
n02037110,25,0.5117312037944793,0.17315521001815795,0.10621847406029701,0.1986145232617855,0.008498876225203275,0.03342341996729374,6.577634417726594
n02051845,25,0.45548169732093813,0.18922501921653748,0.15354193165898322,0.3067409290373325,0.01485561041161418,0.03836251240223646,6.99795947107904
n02056570,25,0.47343884825706484,0.22103288233280183,0.10161132127046585,0.1755243071913719,0.014431832190603018,0.04192075192928314,7.410944544246685
n02058221,25,0.4254112046957016,0.17097023844718934,0.15998933508992194,0.3556191894412041,0.012969964612275363,0.035965526811778545,6.969270930146726
n02066245,25,0.4688216459751129,0.18251056849956512,0.10314194247126579,0.25414441138505933,0.012999004311859607,0.04229170151054859,7.072593402950352
n02071294,25,0.3860299926996231,0.1538929134607315,0.1803398636728525,0.404153868407011,0.013982099210843445,0.03233623880892992,6.8188973006382305
n02074367,25,0.4317585396766663,0.1621999940276146,0.24845444798469543,0.5767048078775406,0.004739422467537224,0.020109478011727334,7.014996629738829
n02077923,25,0.41732278287410735,0.21525752991437913,0.14044961526989938,0.26544055104255676,0.01681744187604636,0.042040820606052874,7.377743565782895
n02085620,25,0.43623716533184054,0.2427617210149765,0.17657352417707442,0.3485599339008331,0.009927905797958374,0.03532278060913086,7.481405990753401
n02085782,25,0.45754907906055453,0.22928336054086684,0.11915073230862618,0.28415254175662996,0.006852860408835113,0.03208755485713482,7.347061053341523
n02085936,25,0.49673226594924924,0.2286186283826828,0.11492876946926117,0.24191822320222856,0.0066578825982287525,0.030801898427307607,7.48416626320253
n02086079,25,0.4661660861968994,0.21364989757537842,0.14211029842495917,0.2957664093375206,0.00676290909294039,0.03103703636676073,7.482387724976408
n02086240,25,0.45369524240493775,0.22495241403579713,0.12903951928019525,0.25465555876493456,0.008699770346283912,0.03419139221310616,7.458285293391348
n02086646,25,0.4591215717792511,0.2305851536989212,0.13464209392666818,0.31791154354810713,0.008829012224450707,0.036280376613140104,7.496665648008975
n02086910,25,0.4710782527923584,0.22177124619483948,0.1542339815199375,0.3104014506936073,0.008204715130850672,0.035437629893422126,7.411201632014588
n02087046,25,0.42207794189453124,0.2156662267446518,0.13213628083467482,0.28369695335626605,0.011782409437000752,0.03631237074732781,7.29903383037598
n02087394,25,0.46915671586990354,0.20078641206026077,0.17089409589767457,0.33987259685993193,0.010441336063668132,0.039420012682676316,7.381522774019469
n02088094,25,0.4554355311393738,0.20991146206855774,0.14319493353366852,0.2709624606370926,0.015087278918363154,0.04275202766060829,7.341947881252489
n02088238,25,0.43823180317878724,0.21557910799980162,0.1592693641781807,0.3402904886007309,0.009591466672718525,0.034570178389549254,7.457637734978668
n02088364,25,0.4678130066394806,0.22085035383701324,0.14036129355430604,0.2778857094049454,0.010787291824817658,0.03938936553895474,7.404348213866665
n02088466,25,0.47232571959495545,0.2191726803779602,0.1366266956925392,0.26470145404338835,0.01267114894464612,0.03652516543865204,7.322208377842195
n02088632,25,0.4310937321186066,0.2134557521343231,0.13138382375240326,0.25830825448036193,0.015792889026924967,0.04471349619328976,7.424453464543222
n02089078,25,0.3822091493010521,0.22133631497621536,0.14938819900155068,0.28468494772911074,0.014562830347567796,0.03744150135666132,7.319308271484829
n02089867,25,0.45068024754524233,0.23265452980995177,0.129671378582716,0.25579398304224016,0.014472384182736277,0.04196669563651085,7.378311666112589
n02089973,25,0.45643823862075805,0.23545681893825532,0.13553621143102645,0.289542815387249,0.010055435691028833,0.03901846185326576,7.4538666581747
n02090379,25,0.4789132535457611,0.1943834674358368,0.18929095029830934,0.37345045030117036,0.010400866428390144,0.03804643265902996,7.338241851629668
n02090622,25,0.481629798412323,0.23504285871982575,0.11023979470133781,0.2359857901930809,0.009508274458348752,0.03775126799941063,7.52644213378448
n02090721,25,0.43029462575912475,0.21010563910007476,0.13495055273175238,0.2921630677580833,0.014921989357098937,0.043872526213526726,7.3449737635514625
n02091032,25,0.4263819110393524,0.2204969185590744,0.10809312716126442,0.21626456081867218,0.011234887791797519,0.03720251813530922,7.386940014508935
n02091134,25,0.45859642505645754,0.19841904163360596,0.1294165676832199,0.2870154573023319,0.013554717805236578,0.04321976847946644,7.177828155342013
n02091244,25,0.45773963510990145,0.20741364657878875,0.14985197842121123,0.318040207028389,0.01284869572147727,0.04161910869181156,7.2538762640444805
n02091467,25,0.44134640574455264,0.2182017010450363,0.08252291530370712,0.16957646548748018,0.011490201614797114,0.03940739579498768,7.419966075717033
n02091635,25,0.43514775633811953,0.1966267532110214,0.15258837401866912,0.3205397632718086,0.014143958436325193,0.04112891130149365,7.380974560525381
n02091831,25,0.4642592442035675,0.21398052096366882,0.15287583887577058,0.29228493601083755,0.012172700017690658,0.039722601026296614,7.31737233512132
n02092002,25,0.46531730830669404,0.20732304692268372,0.1386365851201117,0.25822360888123513,0.013718203445896505,0.043959360048174856,7.35325979659059
n02092339,25,0.42674058347940447,0.20953498542308807,0.12453054606914521,0.2717952212691307,0.013382788728922606,0.03793592043220997,7.359499260122394
n02093256,25,0.46011263608932496,0.22021352559328078,0.15050504118204117,0.2874291115999222,0.012784324372187256,0.04435939751565456,7.399113925085119
n02093428,25,0.4195993375778198,0.2013790252804756,0.13388079017400742,0.30094500958919523,0.012589040547609329,0.03619605094194412,7.339777130284579
n02093647,25,0.5135441875457764,0.22014361560344697,0.106144707351923,0.2047641396522522,0.010064839059486986,0.04117860957980156,7.407815726158861
n02093754,25,0.45915149331092836,0.21237426728010178,0.1439218309521675,0.2891602152585983,0.011991155701689422,0.04052427090704441,7.310451969647581
n02093859,25,0.43487515926361087,0.25681433856487274,0.12957991287112236,0.234071703851223,0.013365725632756948,0.04374818116426468,7.448360544603096
n02093991,25,0.46703920483589173,0.2051544153690338,0.17840075984597206,0.35813523530960084,0.010768140722066165,0.03838962905108929,7.358756292301737
n02094114,25,0.4811173605918884,0.1977146902680397,0.1535024581849575,0.322467268705368,0.009248733767308295,0.03886883273720741,7.386323441610866
n02094258,25,0.4140594816207886,0.197778337597847,0.15584298789501191,0.37065724581480025,0.012532598683610558,0.038311414197087286,7.418708242229069
n02094433,25,0.4671450614929199,0.22348133385181426,0.16249424442648888,0.3178733071684837,0.010876686936244368,0.039196987189352515,7.475869451720226
n02095314,25,0.5067297697067261,0.18802520602941514,0.19225190654397012,0.3626870077848434,0.011607583053410054,0.04538985669612885,7.362258708385339
n02095570,25,0.45123926401138303,0.1986609223484993,0.1411982586234808,0.3317983542382717,0.009854124933481217,0.03712747745215893,7.36150583733355
n02095889,25,0.5191484034061432,0.2042383223772049,0.12857749283313752,0.23830639719963073,0.006139979781582951,0.029422755241394042,7.383211032286276
n02096051,25,0.4655591213703156,0.19314257442951202,0.16583884954452516,0.3474165564775467,0.010384292798116803,0.041732186153531074,7.428384234197925
n02096177,25,0.47129313588142396,0.20316344410181045,0.13380129754543305,0.2634908276796341,0.010445612212643028,0.040669194534420965,7.420234767401776
n02096294,25,0.4400599431991577,0.19211553692817687,0.17817971169948577,0.35892239332199094,0.010090068876743317,0.039210548400878904,7.394879436283379
n02096437,25,0.47868807673454283,0.23243023693561554,0.13091903824359177,0.28163423620630057,0.009137522289529442,0.03700348846614361,7.523561320951816
n02096585,25,0.429244065284729,0.2556214380264282,0.11527839511632919,0.23751516222953797,0.0126556730363518,0.040992133021354675,7.38394737007373
n02097047,25,0.4655290102958679,0.2390602308511734,0.1101215809583664,0.2029554334282875,0.010546694416552782,0.04067416436970234,7.421570617005373
n02097130,25,0.44783613801002503,0.25661531269550325,0.12440734289586544,0.24121366426348687,0.014563558381050825,0.045342689976096154,7.313408677026562
n02097209,25,0.49046825170516967,0.20923645853996276,0.17929064556956292,0.30506389737129214,0.011756671871989966,0.04557433411478996,7.46644238685624
n02097298,25,0.3882045704126358,0.23729779660701752,0.12954297170042992,0.24911076188087464,0.01642505783587694,0.042253414168953896,7.31717952596908
n02097474,25,0.44245500206947325,0.22006728053092955,0.13517050951719284,0.2862696677446365,0.010720779113471508,0.04051364131271839,7.517338216220594
