model,method,wnid,name,image_pos,image_idx,corruption,family,severity,prob_clean,prob_corr,prob_drop,correct_clean,correct_corr,xai_iou,xai_corr,centroid_shift,entropy_clean,entropy_corr,entropy_delta,family_model,clean_brightness,corr_brightness,delta_brightness,abs_delta_brightness,clean_contrast,corr_contrast,delta_contrast,abs_delta_contrast,clean_hf_energy,corr_hf_energy,delta_hf_energy,abs_delta_hf_energy,clean_edge_strength,corr_edge_strength,delta_edge_strength,abs_delta_edge_strength,clean_edge_density,corr_edge_density,delta_edge_density,abs_delta_edge_density,clean_entropy,corr_entropy,delta_entropy,abs_delta_entropy,clean_saturation,corr_saturation,delta_saturation,abs_delta_saturation,clean_colorfulness,corr_colorfulness,delta_colorfulness,abs_delta_colorfulness
resnet101,cam,n02769748,backpack,0,1102,shot_noise,noise,1,0.8228275179862976,0.8558887839317322,-0.03306126594543457,1,1,0.5592325021362542,0.8407407288587263,10.127802385784298,4.5033334566697025,4.717581605366437,0.21424814869673448,CNN,0.21467912197113037,0.21274013817310333,-0.0019389837980270386,0.0019389837980270386,0.18384917080402374,0.18696051836013794,0.0031113475561141968,0.0031113475561141968,0.02715207450091839,0.044593244791030884,0.017441170290112495,0.017441170290112495,0.030811097472906113,0.04798509553074837,0.017173998057842255,0.017173998057842255,0.030811097472906113,0.04798509553074837,0.017173998057842255,0.017173998057842255,4.916569578068174,5.029751498343867,0.11318192027569296,0.11318192027569296,0.2954906225204468,0.5045899152755737,0.20909929275512695,0.20909929275512695,0.14253868162631989,0.18008826673030853,0.03754958510398865,0.03754958510398865
resnet101,ig,n02769748,backpack,0,1102,shot_noise,noise,1,0.8228275179862976,0.8558887839317322,-0.03306126594543457,1,1,0.21663231906897806,0.2979300499718409,7.938240876059851,2.610841316943398,2.304544211533091,-0.30629710541030697,CNN,0.21467912197113037,0.21274013817310333,-0.0019389837980270386,0.0019389837980270386,0.18384917080402374,0.18696051836013794,0.0031113475561141968,0.0031113475561141968,0.02715207450091839,0.044593244791030884,0.017441170290112495,0.017441170290112495,0.030811097472906113,0.04798509553074837,0.017173998057842255,0.017173998057842255,0.030811097472906113,0.04798509553074837,0.017173998057842255,0.017173998057842255,4.916569578068174,5.029751498343867,0.11318192027569296,0.11318192027569296,0.2954906225204468,0.5045899152755737,0.20909929275512695,0.20909929275512695,0.14253868162631989,0.18008826673030853,0.03754958510398865,0.03754958510398865
resnet101,cam,n02769748,backpack,0,1102,shot_noise,noise,2,0.8228275179862976,0.6732373833656311,0.1495901346206665,1,1,0.5707019328585962,0.779925125401591,14.571937990356023,4.5033334566697025,4.601789336957829,0.09845588028812635,CNN,0.21467912197113037,0.21260522305965424,-0.0020738989114761353,0.0020738989114761353,0.18384917080402374,0.19074475765228271,0.006895586848258972,0.006895586848258972,0.02715207450091839,0.0678124949336052,0.040660420432686806,0.040660420432686806,0.030811097472906113,0.06206027418375015,0.03124917671084404,0.03124917671084404,0.030811097472906113,0.06206027418375015,0.03124917671084404,0.03124917671084404,4.916569578068174,5.103129996469074,0.18656041840090065,0.18656041840090065,0.2954906225204468,0.6221092343330383,0.32661861181259155,0.32661861181259155,0.14253868162631989,0.2225494235754013,0.08001074194908142,0.08001074194908142
resnet101,ig,n02769748,backpack,0,1102,shot_noise,noise,2,0.8228275179862976,0.6732373833656311,0.1495901346206665,1,1,0.1637966023076477,0.17226948487361585,23.256383625996413,2.610841316943398,2.3662326651908243,-0.24460865175257362,CNN,0.21467912197113037,0.21260522305965424,-0.0020738989114761353,0.0020738989114761353,0.18384917080402374,0.19074475765228271,0.006895586848258972,0.006895586848258972,0.02715207450091839,0.0678124949336052,0.040660420432686806,0.040660420432686806,0.030811097472906113,0.06206027418375015,0.03124917671084404,0.03124917671084404,0.030811097472906113,0.06206027418375015,0.03124917671084404,0.03124917671084404,4.916569578068174,5.103129996469074,0.18656041840090065,0.18656041840090065,0.2954906225204468,0.6221092343330383,0.32661861181259155,0.32661861181259155,0.14253868162631989,0.2225494235754013,0.08001074194908142,0.08001074194908142
resnet101,cam,n02769748,backpack,0,1102,shot_noise,noise,3,0.8228275179862976,0.4080120325088501,0.4148154854774475,1,1,0.4947870122132857,0.8447908301784791,2.6420854167894943,4.5033334566697025,4.677011877982332,0.1736784213126299,CNN,0.21467912197113037,0.2121601551771164,-0.002518966794013977,0.002518966794013977,0.18384917080402374,0.19774369895458221,0.013894528150558472,0.013894528150558472,0.02715207450091839,0.10834824293851852,0.08119616843760014,0.08119616843760014,0.030811097472906113,0.08137540519237518,0.05056430771946907,0.05056430771946907,0.030811097472906113,0.08137540519237518,0.05056430771946907,0.05056430771946907,4.916569578068174,5.157549056201771,0.240979478133597,0.240979478133597,0.2954906225204468,0.7148017287254333,0.4193111062049866,0.4193111062049866,0.14253868162631989,0.27824410796165466,0.13570542633533478,0.13570542633533478
resnet101,ig,n02769748,backpack,0,1102,shot_noise,noise,3,0.8228275179862976,0.4080120325088501,0.4148154854774475,1,1,0.1631222112765834,0.16482293566079723,26.54416277935808,2.610841316943398,2.255084303039568,-0.35575701390382974,CNN,0.21467912197113037,0.2121601551771164,-0.002518966794013977,0.002518966794013977,0.18384917080402374,0.19774369895458221,0.013894528150558472,0.013894528150558472,0.02715207450091839,0.10834824293851852,0.08119616843760014,0.08119616843760014,0.030811097472906113,0.08137540519237518,0.05056430771946907,0.05056430771946907,0.030811097472906113,0.08137540519237518,0.05056430771946907,0.05056430771946907,4.916569578068174,5.157549056201771,0.240979478133597,0.240979478133597,0.2954906225204468,0.7148017287254333,0.4193111062049866,0.4193111062049866,0.14253868162631989,0.27824410796165466,0.13570542633533478,0.13570542633533478
resnet101,cam,n02769748,backpack,0,1102,shot_noise,noise,4,0.8228275179862976,0.0037187535781413317,0.8191087644081563,1,0,0.15237111034561948,0.35128311726962136,12.134687752702755,4.5033334566697025,4.319384337610641,-0.18394911905906142,CNN,0.21467912197113037,0.20980434119701385,-0.004874780774116516,0.004874780774116516,0.18384917080402374,0.21399584412574768,0.030146673321723938,0.030146673321723938,0.02715207450091839,0.19386674463748932,0.16671467013657093,0.16671467013657093,0.030811097472906113,0.11414876580238342,0.08333766832947731,0.08333766832947731,0.030811097472906113,0.11414876580238342,0.08333766832947731,0.08333766832947731,4.916569578068174,4.913708129497851,-0.0028614485703224446,0.0028614485703224446,0.2954906225204468,0.7243815660476685,0.4288909435272217,0.4288909435272217,0.14253868162631989,0.38549184799194336,0.24295316636562347,0.24295316636562347
resnet101,ig,n02769748,backpack,0,1102,shot_noise,noise,4,0.8228275179862976,0.0037187535781413317,0.8191087644081563,1,0,0.13709494674824382,0.09527183423018587,25.56561959151535,2.610841316943398,2.5181942637060555,-0.09264705323734246,CNN,0.21467912197113037,0.20980434119701385,-0.004874780774116516,0.004874780774116516,0.18384917080402374,0.21399584412574768,0.030146673321723938,0.030146673321723938,0.02715207450091839,0.19386674463748932,0.16671467013657093,0.16671467013657093,0.030811097472906113,0.11414876580238342,0.08333766832947731,0.08333766832947731,0.030811097472906113,0.11414876580238342,0.08333766832947731,0.08333766832947731,4.916569578068174,4.913708129497851,-0.0028614485703224446,0.0028614485703224446,0.2954906225204468,0.7243815660476685,0.4288909435272217,0.4288909435272217,0.14253868162631989,0.38549184799194336,0.24295316636562347,0.24295316636562347
resnet101,cam,n02769748,backpack,0,1102,shot_noise,noise,5,0.8228275179862976,0.0017354722367599607,0.8210920457495376,1,0,0.1686739977890266,0.33702062487268886,14.724992097197365,4.5033334566697025,4.4037260642850375,-0.09960739238466498,CNN,0.21467912197113037,0.20443418622016907,-0.010244935750961304,0.010244935750961304,0.18384917080402374,0.22693294286727905,0.04308377206325531,0.04308377206325531,0.02715207450091839,0.2766214907169342,0.24946941621601582,0.24946941621601582,0.030811097472906113,0.1385495662689209,0.10773846879601479,0.10773846879601479,0.030811097472906113,0.1385495662689209,0.10773846879601479,0.10773846879601479,4.916569578068174,4.111387007324624,-0.8051825707435496,0.8051825707435496,0.2954906225204468,0.6544944643974304,0.35900384187698364,0.35900384187698364,0.14253868162631989,0.4664924740791321,0.3239537924528122,0.3239537924528122
resnet101,ig,n02769748,backpack,0,1102,shot_noise,noise,5,0.8228275179862976,0.0017354722367599607,0.8210920457495376,1,0,0.11152951600398715,0.027074186717630448,29.057560456214087,2.610841316943398,1.5646606041331388,-1.0461807128102592,CNN,0.21467912197113037,0.20443418622016907,-0.010244935750961304,0.010244935750961304,0.18384917080402374,0.22693294286727905,0.04308377206325531,0.04308377206325531,0.02715207450091839,0.2766214907169342,0.24946941621601582,0.24946941621601582,0.030811097472906113,0.1385495662689209,0.10773846879601479,0.10773846879601479,0.030811097472906113,0.1385495662689209,0.10773846879601479,0.10773846879601479,4.916569578068174,4.111387007324624,-0.8051825707435496,0.8051825707435496,0.2954906225204468,0.6544944643974304,0.35900384187698364,0.35900384187698364,0.14253868162631989,0.4664924740791321,0.3239537924528122,0.3239537924528122
resnet101,cam,n02769748,backpack,0,1102,impulse_noise,noise,1,0.8228275179862976,0.5362493395805359,0.2865781784057617,1,1,0.5708248552199092,0.7337850143915897,14.252061789542077,4.5033334566697025,4.678549365778598,0.1752159091088954,CNN,0.21467912197113037,0.22338977456092834,0.008710652589797974,0.008710652589797974,0.18384917080402374,0.19154945015907288,0.007700279355049133,0.007700279355049133,0.02715207450091839,0.07786407321691513,0.05071199871599674,0.05071199871599674,0.030811097472906113,0.05299903079867363,0.022187933325767517,0.022187933325767517,0.030811097472906113,0.05299903079867363,0.022187933325767517,0.022187933325767517,4.916569578068174,5.005852339472006,0.08928276140383229,0.08928276140383229,0.2954906225204468,0.3490521311759949,0.053561508655548096,0.053561508655548096,0.14253868162631989,0.24320478737354279,0.1006661057472229,0.1006661057472229
resnet101,ig,n02769748,backpack,0,1102,impulse_noise,noise,1,0.8228275179862976,0.5362493395805359,0.2865781784057617,1,1,0.12021430963277152,0.06137614633560274,36.091033586214245,2.610841316943398,1.317202549662346,-1.2936387672810519,CNN,0.21467912197113037,0.22338977456092834,0.008710652589797974,0.008710652589797974,0.18384917080402374,0.19154945015907288,0.007700279355049133,0.007700279355049133,0.02715207450091839,0.07786407321691513,0.05071199871599674,0.05071199871599674,0.030811097472906113,0.05299903079867363,0.022187933325767517,0.022187933325767517,0.030811097472906113,0.05299903079867363,0.022187933325767517,0.022187933325767517,4.916569578068174,5.005852339472006,0.08928276140383229,0.08928276140383229,0.2954906225204468,0.3490521311759949,0.053561508655548096,0.053561508655548096,0.14253868162631989,0.24320478737354279,0.1006661057472229,0.1006661057472229
resnet101,cam,n02769748,backpack,0,1102,impulse_noise,noise,2,0.8228275179862976,0.1255415678024292,0.6972859501838684,1,0,0.41811502048890775,0.6623144240075216,21.521320231818592,4.5033334566697025,4.64610756126942,0.1427741045997175,CNN,0.21467912197113037,0.23221811652183533,0.017538994550704956,0.017538994550704956,0.18384917080402374,0.19922763109207153,0.01537846028804779,0.01537846028804779,0.02715207450091839,0.11937444657087326,0.09222237206995487,0.09222237206995487,0.030811097472906113,0.0729135125875473,0.04210241511464119,0.04210241511464119,0.030811097472906113,0.0729135125875473,0.04210241511464119,0.04210241511464119,4.916569578068174,5.080438865145048,0.16386928707687431,0.16386928707687431,0.2954906225204468,0.40019315481185913,0.10470253229141235,0.10470253229141235,0.14253868162631989,0.31141966581344604,0.16888098418712616,0.16888098418712616
resnet101,ig,n02769748,backpack,0,1102,impulse_noise,noise,2,0.8228275179862976,0.1255415678024292,0.6972859501838684,1,0,0.1205895489057615,0.06445168449447607,38.31387525622453,2.610841316943398,1.1935327051494076,-1.4173086117939904,CNN,0.21467912197113037,0.23221811652183533,0.017538994550704956,0.017538994550704956,0.18384917080402374,0.19922763109207153,0.01537846028804779,0.01537846028804779,0.02715207450091839,0.11937444657087326,0.09222237206995487,0.09222237206995487,0.030811097472906113,0.0729135125875473,0.04210241511464119,0.04210241511464119,0.030811097472906113,0.0729135125875473,0.04210241511464119,0.04210241511464119,4.916569578068174,5.080438865145048,0.16386928707687431,0.16386928707687431,0.2954906225204468,0.40019315481185913,0.10470253229141235,0.10470253229141235,0.14253868162631989,0.31141966581344604,0.16888098418712616,0.16888098418712616
resnet101,cam,n02769748,backpack,0,1102,impulse_noise,noise,3,0.8228275179862976,0.004206589888781309,0.8186209280975163,1,0,0.40974856019103806,0.6615362693220669,12.528161617152298,4.5033334566697025,4.716007308482668,0.2126738518129656,CNN,0.21467912197113037,0.23983880877494812,0.02515968680381775,0.02515968680381775,0.18384917080402374,0.2051151990890503,0.02126602828502655,0.02126602828502655,0.02715207450091839,0.15424811840057373,0.12709604389965534,0.12709604389965534,0.030811097472906113,0.09017431735992432,0.059363219887018204,0.059363219887018204,0.030811097472906113,0.09017431735992432,0.059363219887018204,0.059363219887018204,4.916569578068174,5.144715493263915,0.228145915195741,0.228145915195741,0.2954906225204468,0.44798681139945984,0.15249618887901306,0.15249618887901306,0.14253868162631989,0.36269986629486084,0.22016118466854095,0.22016118466854095
resnet101,ig,n02769748,backpack,0,1102,impulse_noise,noise,3,0.8228275179862976,0.004206589888781309,0.8186209280975163,1,0,0.1040096804356196,0.026677929409851128,47.07062919477066,2.610841316943398,1.298202954738529,-1.312638362204869,CNN,0.21467912197113037,0.23983880877494812,0.02515968680381775,0.02515968680381775,0.18384917080402374,0.2051151990890503,0.02126602828502655,0.02126602828502655,0.02715207450091839,0.15424811840057373,0.12709604389965534,0.12709604389965534,0.030811097472906113,0.09017431735992432,0.059363219887018204,0.059363219887018204,0.030811097472906113,0.09017431735992432,0.059363219887018204,0.059363219887018204,4.916569578068174,5.144715493263915,0.228145915195741,0.228145915195741,0.2954906225204468,0.44798681139945984,0.15249618887901306,0.15249618887901306,0.14253868162631989,0.36269986629486084,0.22016118466854095,0.22016118466854095
resnet101,cam,n02769748,backpack,0,1102,impulse_noise,noise,4,0.8228275179862976,0.001564903650432825,0.8212626143358648,1,0,0.3333333333333333,0.4570787339690388,22.169558581003034,4.5033334566697025,3.977531475697476,-0.5258019809722265,CNN,0.21467912197113037,0.2619158625602722,0.047236740589141846,0.047236740589141846,0.18384917080402374,0.22251436114311218,0.03866519033908844,0.03866519033908844,0.02715207450091839,0.22403043508529663,0.19687836058437824,0.19687836058437824,0.030811097472906113,0.13017123937606812,0.099360141903162,0.099360141903162,0.030811097472906113,0.13017123937606812,0.099360141903162,0.099360141903162,4.916569578068174,5.304906938399088,0.38833736033091437,0.38833736033091437,0.2954906225204468,0.5611844062805176,0.2656937837600708,0.2656937837600708,0.14253868162631989,0.47219523787498474,0.32965655624866486,0.32965655624866486
resnet101,ig,n02769748,backpack,0,1102,impulse_noise,noise,4,0.8228275179862976,0.001564903650432825,0.8212626143358648,1,0,0.09515495416848538,-0.02442459337594149,45.36496533526385,2.610841316943398,1.7521141807081508,-0.8587271362352471,CNN,0.21467912197113037,0.2619158625602722,0.047236740589141846,0.047236740589141846,0.18384917080402374,0.22251436114311218,0.03866519033908844,0.03866519033908844,0.02715207450091839,0.22403043508529663,0.19687836058437824,0.19687836058437824,0.030811097472906113,0.13017123937606812,0.099360141903162,0.099360141903162,0.030811097472906113,0.13017123937606812,0.099360141903162,0.099360141903162,4.916569578068174,5.304906938399088,0.38833736033091437,0.38833736033091437,0.2954906225204468,0.5611844062805176,0.2656937837600708,0.2656937837600708,0.14253868162631989,0.47219523787498474,0.32965655624866486,0.32965655624866486
resnet101,cam,n02769748,backpack,0,1102,impulse_noise,noise,5,0.8228275179862976,0.0007302517769858241,0.8220972662093118,1,0,0.11079136690647481,0.10551275424618839,22.638050146631635,4.5033334566697025,3.8470543557734356,-0.656279100896267,CNN,0.21467912197113037,0.2902485728263855,0.07556945085525513,0.07556945085525513,0.18384917080402374,0.24151581525802612,0.05766664445400238,0.05766664445400238,0.02715207450091839,0.2749342918395996,0.24778221733868122,0.24778221733868122,0.030811097472906113,0.168914332985878,0.13810323551297188,0.13810323551297188,0.030811097472906113,0.168914332985878,0.13810323551297188,0.13810323551297188,4.916569578068174,5.457386196733459,0.5408166186652856,0.5408166186652856,0.2954906225204468,0.6736887693405151,0.37819814682006836,0.37819814682006836,0.14253868162631989,0.5743300318717957,0.43179135024547577,0.43179135024547577
resnet101,ig,n02769748,backpack,0,1102,impulse_noise,noise,5,0.8228275179862976,0.0007302517769858241,0.8220972662093118,1,0,0.07469079616640788,-0.08361775569837578,49.448608554704364,2.610841316943398,1.9903982358673402,-0.6204430810760577,CNN,0.21467912197113037,0.2902485728263855,0.07556945085525513,0.07556945085525513,0.18384917080402374,0.24151581525802612,0.05766664445400238,0.05766664445400238,0.02715207450091839,0.2749342918395996,0.24778221733868122,0.24778221733868122,0.030811097472906113,0.168914332985878,0.13810323551297188,0.13810323551297188,0.030811097472906113,0.168914332985878,0.13810323551297188,0.13810323551297188,4.916569578068174,5.457386196733459,0.5408166186652856,0.5408166186652856,0.2954906225204468,0.6736887693405151,0.37819814682006836,0.37819814682006836,0.14253868162631989,0.5743300318717957,0.43179135024547577,0.43179135024547577
resnet101,cam,n02769748,backpack,0,1102,defocus_blur,blur,1,0.8228275179862976,0.32513898611068726,0.49768853187561035,1,1,0.7034711024357124,0.8695132170708492,7.54946065022617,4.5033334566697025,4.404615693883153,-0.0987177627865492,CNN,0.21467912197113037,0.21264852583408356,-0.002030596137046814,0.002030596137046814,0.18384917080402374,0.17263761162757874,-0.011211559176445007,0.011211559176445007,0.02715207450091839,0.005164760164916515,-0.021987314336001873,0.021987314336001873,0.030811097472906113,0.016399992629885674,-0.01441110484302044,0.01441110484302044,0.030811097472906113,0.016399992629885674,-0.01441110484302044,0.01441110484302044,4.916569578068174,4.826309377967765,-0.09026020010040892,0.09026020010040892,0.2954906225204468,0.25753894448280334,-0.03795167803764343,0.03795167803764343,0.14253868162631989,0.13229848444461823,-0.01024019718170166,0.01024019718170166
resnet101,ig,n02769748,backpack,0,1102,defocus_blur,blur,1,0.8228275179862976,0.32513898611068726,0.49768853187561035,1,1,0.216411126598388,0.3007247361965748,5.7445972059943795,2.610841316943398,2.4390262767806568,-0.17181504016274118,CNN,0.21467912197113037,0.21264852583408356,-0.002030596137046814,0.002030596137046814,0.18384917080402374,0.17263761162757874,-0.011211559176445007,0.011211559176445007,0.02715207450091839,0.005164760164916515,-0.021987314336001873,0.021987314336001873,0.030811097472906113,0.016399992629885674,-0.01441110484302044,0.01441110484302044,0.030811097472906113,0.016399992629885674,-0.01441110484302044,0.01441110484302044,4.916569578068174,4.826309377967765,-0.09026020010040892,0.09026020010040892,0.2954906225204468,0.25753894448280334,-0.03795167803764343,0.03795167803764343,0.14253868162631989,0.13229848444461823,-0.01024019718170166,0.01024019718170166
